time,gsfc_tws,gsfc_minus_res,csr_tws,gsfc_tws_nl,gsfc_minus_res_nl,csr_tws_nl
2022-11-01,-85.72686534437422,-75.01164279210718,-37.0091876737346,-39.00937527181877,-17.990633735359555,-28.048447070870594
2022-12-01,-69.94478299338968,-59.22630053787907,-74.64709739946919,-21.638569808064176,1.3431532107961286,-77.49842395075244
2023-01-01,-67.90689439571122,-56.735771034673505,-68.10406577561764,-19.18229411706935,4.540353639560806,-73.54916706655335
2023-02-01,-69.03889294733867,-57.135323972583656,-52.141482733422876,-16.515460925919328,8.066150629280754,-35.99490459341953
2023-03-01,-75.76493710361282,-62.93783070834964,-52.67611125707439,-21.559630168483704,4.1715273247468305,-38.494358267495656
2023-04-01,-84.98279582122926,,-57.08039683913607,-33.13557564211465,-7.849654809752874,-42.069545953700086
2023-05-01,-89.54735644571039,-75.38564584437752,-54.37023597360694,-39.14626830062461,-15.477455419012031,-39.3786352361188
2023-06-01,-110.2113659831024,-96.44043339656108,-68.51948637169848,-60.43631292449822,-37.48887378792412,-51.22898084548401
2023-07-01,-126.17927483268474,-111.49400360929181,-119.03031196826932,-78.13488812649639,-53.53009024132202,-92.65591560459501
2023-08-01,-144.33868182599238,-128.85589818271487,-132.0513287762545,-96.02816186405276,-69.7524081103033,-107.47512430451069
