time,tws_mm,tws_minus_res_mm,reservoir_mm,tws_mm_nlweighted,tws_minus_res_mm_nlweighted,reservoir_mm_nlweighted,tws_mm_paired,tws_mm_nlweighted_paired
2016-10-01,,,0.2216623395034947,,,-10.061120027205792,,
2016-11-01,-22.25449931600795,-24.8497842967796,0.969741812288934,1.6315252393419934,10.517679938546618,-8.886154699204626,-22.25449931600795,1.6315252393419934
2016-12-01,24.83458915638671,23.63453404757633,1.3600869008248078,55.97829590383008,63.76955434143547,-7.791258437605399,24.83458915638671,55.97829590383008
2017-01-01,3.8778144948821796,4.5315999213419325,0.3649417389374242,37.03008235984009,46.28090274641013,-9.250820386570052,3.8778144948821796,37.03008235984009
2017-02-01,,,-0.30635920091672936,,,-9.51631884038746,,
2017-03-01,-39.97550084960307,-38.525017413572755,-0.5458964756261097,-9.149341758997029,0.17581446016948754,-9.325156219166518,-39.97550084960307,-9.149341758997029
2017-04-01,-28.568104507247806,-24.84730225429616,-1.9907053127103111,3.0919599390511814,13.682886539100728,-10.590926600049544,-28.568104507247806,3.0919599390511814
2017-05-01,-50.79450297053358,-45.081490807429375,-3.840322419754904,-22.124745699720062,-9.445101427954548,-12.679644271765518,-50.79450297053358,-22.124745699720062
2017-06-01,-78.1538637129939,-73.98301608702108,-4.207515901559616,-58.10849722985084,-44.734452894933426,-13.374044334917423,-78.1538637129939,-58.10849722985084
2017-07-01,,,-4.843602807377138,,,-15.037952885557505,,
2017-08-01,,,-4.818329467668006,,,-16.14206030576999,,
2017-09-01,,,-4.626024355709061,,,-16.6083664232256,,
2017-10-01,,,-0.6061865646321841,,,-7.432411937711625,,
2017-11-01,,,0.12067333285551521,,,-8.321026856443073,,
2017-12-01,,,0.1927692738420818,,,-7.909892458308103,,
2018-01-01,,,-0.3109253409076876,,,-8.407307192925428,,
2018-02-01,,,-0.533543505485356,,,-8.719036355785313,,
2018-03-01,,,-0.8893481970796231,,,-9.370869846635406,,
2018-04-01,,,-2.906214375764697,,,-13.852063333576524,,
2018-05-01,,,-4.409974158911698,,,-16.19071483770407,,
2018-06-01,-75.7635951635569,-70.0335233560775,-5.627333865690368,-46.80096672710712,-28.429119901351857,-18.371846825755267,-75.7635951635569,-46.80096672710712
2018-07-01,-54.29863396605741,-49.35776645256287,-5.401861812605864,-26.20617122524973,-7.973205774289228,-18.2329654509605,-54.29863396605741,-26.20617122524973
2018-08-01,,,-6.273641652938074,,,-19.767017204198247,,
2018-09-01,,,-5.626981526359796,,,-17.973655005980035,,
